City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
246,Savonlinna,FI,61.8699,28.88,24.85,93,100,13.8,overcast clouds
247,Kaeo,NZ,-35.1,173.7833,74.32,81,1,5.28,clear sky
248,Susanville,US,40.4163,-120.653,46.65,73,40,12.66,scattered clouds
249,Norman Wells,CA,65.282,-126.8329,-16.56,76,100,4.61,light snow
250,Puerto Escondido,MX,15.85,-97.0667,83.23,65,0,10.36,clear sky
251,Evensk,RU,61.95,159.2333,-3.32,79,44,12.68,scattered clouds
252,San Andres,CO,12.5847,-81.7006,84.22,65,20,11.5,few clouds
253,Talnakh,RU,69.4865,88.3972,2.21,97,100,5.17,overcast clouds
254,Astana,KZ,51.1801,71.446,-0.45,85,0,4.47,clear sky
255,Bereda,ES,43.2686,-7.5406,48.42,100,20,3.33,few clouds
256,Kysyl-Syr,RU,63.8986,122.7617,-8.48,95,93,6.82,overcast clouds
257,Lang Son,VN,21.8333,106.7333,59.74,69,98,1.72,overcast clouds
258,Mezhdurechensk,RU,53.6942,88.0603,2.07,98,96,3.04,overcast clouds
259,Katsuura,JP,35.1333,140.3,46.26,51,14,1.52,few clouds
260,Adre,TD,13.4667,22.2,62.56,28,0,16.13,clear sky
261,Bealanana,MG,-14.55,48.7333,64.27,97,71,1.74,light rain
262,Sjoholt,NO,62.4837,6.8106,37.31,95,100,5.5,overcast clouds
263,Belmonte,BR,-15.8631,-38.8828,76.64,79,48,4.81,scattered clouds
264,Mount Gambier,AU,-37.8333,140.7667,58.51,86,100,11.21,overcast clouds
265,Bihoro,JP,43.8228,144.1044,20.95,95,21,4.56,few clouds
266,Sirsilla,IN,18.3833,78.8333,74.64,68,33,7.02,scattered clouds
267,Hambantota,LK,6.1241,81.1185,74.77,90,48,5.73,scattered clouds
268,Sopotu Nou,RO,44.8419,21.8628,40.33,79,68,4.27,broken clouds
269,Jiayuguan,CN,39.8167,98.3,12.83,57,87,5.55,overcast clouds
270,Bubaque,GW,11.2833,-15.8333,79.29,54,100,8.79,overcast clouds
271,Porto Recanati,IT,43.4365,13.6613,52.99,65,53,4.94,broken clouds
272,Adrar,MR,20.5022,-10.0711,72.81,20,84,13.71,broken clouds
273,Constitucion,CL,-35.3333,-72.4167,65.66,70,21,12.06,few clouds
274,Souillac,MU,-20.5167,57.5167,77.38,69,20,11.5,few clouds
275,Narsaq,GL,60.9167,-46.05,23.22,90,100,6.35,overcast clouds
276,Anito,PH,12.4497,125.2886,76.77,90,100,15.79,moderate rain
277,Upernavik,GL,72.7868,-56.1549,1.44,70,100,6.13,overcast clouds
278,Puri,IN,19.8,85.85,73.92,86,100,10.65,overcast clouds
279,Norwalk,US,33.9022,-118.0817,69.64,68,0,6.91,clear sky
280,Pristina,XK,42.6727,21.1669,47.17,75,75,10.0,broken clouds
281,Calvinia,ZA,-31.4707,19.776,67.96,30,0,4.27,clear sky
282,Maceio,BR,-9.6658,-35.7353,78.24,83,75,11.5,broken clouds
